The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", pgf_name "plant growth form", pgf_genname "gen. plant growth form", pgf_valid "record validity", ref_refname "reference", or_origrefname "original reference" FROM (SELECT r_pgf.pgf_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_pgf.pgf_genname, r_pgf.pgf_valid, r_pgf.ref_refname, r_pgf.or_origrefname, r_pgf.pgf_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pgf_orf.pgf_sbsnumber, pgf_orf.pgf_name, pgf_orf.pgf_genname, pgf_orf.pgf_valid, r.ref_refname, pgf_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pgf.pgf_sbsnumber, pgf.pgf_name, pgf.pgf_genname, pgf.pgf_valid, pgf.pgf_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS pgf_sbsnumber, plantgrowthformname AS pgf_name, genplantgrowthformname AS pgf_genname, valid AS pgf_valid, referenceid AS pgf_referenceid, originalreference AS pgf_origreferenceid FROM (SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, sbsnumber, taxonid, referenceid, originalreference, batchid, p_comment, plantgrowthformtypeid, genplantgrowthformtypeid, plantgrowthformname, genplantgrowthformname
FROM
	(SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, taxonid, referenceid, originalreference, batchid, p_comment, a.plantgrowthformtypeid, a.plantgrowthformtypename AS plantgrowthformname, b.plantgrowthformtypename AS genplantgrowthformname, b.plantgrowthformtypeid AS genplantgrowthformtypeid
	FROM
		(SELECT * FROM PLANTGROWTHFORM NATURAL join PLANTGROWTHFORMTYPE_LV) a
		join
		PLANTGROWTHFORMTYPE_LV b
		ON a.plantgrowthformtypeid - MOD(a.plantgrowthformtypeid,100) = b.plantgrowthformtypeid
	)
	NATURAL join
	TAXONTOSBSASSIGNMENT WHERE valid IN (-2, 1))) pgf FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pgf.pgf_origreferenceid = orf.or_origrefid) pgf_orf ON r.ref_referenceid = pgf_orf.pgf_referenceid) r_pgf ON sbs.sbs_sbsnumber = r_pgf.pgf_sbsnumber)
on Mon Apr 26 11:04:46 CEST 2010 .

SBS number;SBS name;plant growth form;gen. plant growth form;record validity;reference;original reference
15145;Campanula latifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20176;Euphorbia maculata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20175;Euphorbia lucida;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20139;Euphorbia palustris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20109;Euphorbia peplus;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20075;Euphorbia salicifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20055;Euphorbia serrulata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20023;Mercurialis ovata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20023;Mercurialis ovata;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20019;Mercurialis annua;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20008;Euphorbia villosa;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19987;Mercurialis perennis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19987;Mercurialis perennis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19964;Ornithopus perpusillus;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19943;Trifolium arvense;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19933;Trifolium pallescens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19911;Medicago sativa s. falcata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19847;Lathyrus vernus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19847;Lathyrus vernus;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25636;Parnassia palustris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25595;Papaver hybridum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25577;Papaver rhoeas;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25549;Fumaria officinalis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25544;Fumaria muralis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25533;Glaucium flavum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25533;Glaucium flavum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25531;Glaucium corniculatum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25520;Fumaria schleicheri;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25500;Papaver argemone;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25469;Corydalis solida;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25443;Fumaria capreolata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20193;Euphorbia humifusa;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20189;Euphorbia helioscopia;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30050;Rosa elliptica;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30014;Sorbus intermedia;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29996;Alchemilla obtusa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29983;Sorbus mougeotii;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29982;Geum montanum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29976;Potentilla micrantha;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29937;Alchemilla pallens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29916;Agrimonia procera;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15103;Campanula persicifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15092;Campanula patula;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15089;Campanula rhomboidalis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15083;Campanula rapunculus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15082;Campanula rapunculoides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15061;Campanula scheuchzeri;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15045;Campanula rotundifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
15002;Campanula trachelium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14991;Campanula thyrsoides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14896;Legousia hybrida;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14880;Jasione montana;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14870;Jasione laevis;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14841;Lobelia dortmanna;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14838;Legousia speculum-veneris;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14822;Phyteuma ovatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14818;Phyteuma orbiculare;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14815;Phyteuma nigrum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14807;Phyteuma hemisphaericum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14797;Phyteuma betonicifolium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14784;Phyteuma spicatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14756;Wahlenbergia hederacea;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14756;Wahlenbergia hederacea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25435;Chelidonium majus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25403;Corydalis intermedia;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25389;Corydalis cava;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25316;Myrica gale;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25316;Myrica gale;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21116;Trifolium alpestre;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21107;Trifolium hybridum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21100;Trifolium dubium;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21090;Ulex europaeus;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21076;Trifolium striatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21076;Trifolium striatum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21008;Trifolium campestre;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21002;Lathyrus latifolius;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21002;Lathyrus latifolius;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20994;Laburnum anagyroides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
20976;Lotus tenuis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29888;Rubus saxatilis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29878;Rosa tomentosa;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29875;Alchemilla tenuis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29859;Alchemilla straminea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22449;Quercus pubescens;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22445;Quercus petraea;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22427;Astragalus glycyphyllos;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22416;Astragalus danicus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22386;Astragalus onobrychis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22377;Chamaecytisus supinus;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22377;Chamaecytisus supinus;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25275;Viscum album;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25275;Viscum album;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25264;Nymphaea candida;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25260;Nymphaea alba;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25256;Nuphar pumila;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25253;Nuphar lutea;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25234;Myriophyllum verticillatum;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25232;Myriophyllum spicatum;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25198;Globularia punctata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25197;Globularia nudicaulis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25184;Globularia cordifolia;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25159;Ajuga reptans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
25138;Horminum pyrenaicum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19845;Lathyrus tuberosus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19845;Lathyrus tuberosus;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
19845;Lathyrus tuberosus;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21163;Vicia lutea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21163;Vicia lutea;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21160;Vicia lathyroides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21160;Vicia lathyroides;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22270;Hieracium scorzonerifolium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22241;Lupinus polyphyllus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22218;Melilotus officinalis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22147;Vicia tetrasperma;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22147;Vicia tetrasperma;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22140;Vicia pisiformis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22140;Vicia pisiformis;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22136;Vicia pannonica;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22135;Vicia oroboides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22128;Vicia cracca;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22128;Vicia cracca;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22123;Vicia tenuifolia;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22123;Vicia tenuifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22123;Vicia tenuifolia;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28181;Polemonium caeruleum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28174;Collomia grandiflora;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28146;Polygala amarella;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28146;Polygala amarella;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28137;Polygala calcarea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28137;Polygala calcarea;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28115;Polygala comosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28113;Polygala chamaebuxus;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28082;Polygala serpyllifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
28082;Polygala serpyllifolia;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29630;Rosa villosa;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29844;Alchemilla versipila;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29812;Alchemilla flabellata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29811;Alchemilla fissa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29809;Alchemilla fallax;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29797;Alchemilla hoppeana;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29788;Alchemilla plicatula;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29775;Alchemilla trunciloba;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29764;Filipendula ulmaria;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29737;Cotoneaster nebrodensis;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29728;Potentilla heptaphylla;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
29716;Potentilla aurea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14716;Buxus sempervirens;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14697;Humulus lupulus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14697;Humulus lupulus;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14682;Hieracium fuscocinereum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14677;Hieracium bifidum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14669;Thlaspi perfoliatum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14668;Thlaspi montanum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14646;Sisymbrium irio;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
14611;Rapistrum perenne;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
